#This is the pi pulse used to generate Fig. 2 in the PRA
#               time [ns]          Re(ampl) [Vpcm]          Im(ampl) [Vpcm]
  5.00362581580855725E-02  1.10901290435912874E-06  8.03317022861374293E-08
  1.50108774474256718E-01  9.77112104218925365E-06  2.15350671710162820E-06
  2.50181290790427835E-01  2.59880164474334480E-05  9.82783461060881862E-06
  3.50253807106598980E-01  4.76052380342396130E-05  2.63891170497380332E-05
  4.50326323422770125E-01  7.15390358203042904E-05  5.44725325148208772E-05
  5.50398839738941215E-01  9.39469654644165144E-05  9.58451691721403141E-05
  6.50471356055112415E-01  1.10444063005292134E-04  1.51229336215645045E-04
  7.50543872371283505E-01  1.16355466166400586E-04  2.20175522296513953E-04
  8.50616388687454594E-01  1.06994716846838290E-04  3.00991919995144755E-04
  9.50688905003625906E-01  7.79557487421331897E-05  3.90735198963439764E-04
  1.05076142131979688E+00  2.54057827182581834E-05  4.85264767497937607E-04
  1.15083393763596820E+00 -5.36339467448204590E-05  5.79360200815020004E-04
  1.25090645395213906E+00 -1.61032512188202142E-04  6.66898926914565038E-04
  1.35097897026831038E+00 -2.97330844296623013E-04  7.41088742009916716E-04
  1.45105148658448146E+00 -4.61571525134190557E-04  7.94747369854622676E-04
  1.55112400290065278E+00 -6.51186222436900492E-04  8.20619170912590583E-04
  1.65119651921682364E+00 -8.61948162346044561E-04  8.11717328365443554E-04
  1.75126903553299496E+00 -1.08799471377874542E-03  7.61678457953200651E-04
  1.85134155184916604E+00 -1.32192258915519545E-03  6.65115664012413607E-04
  1.95141406816533736E+00 -1.55495544131109965E-03  5.17955636058293231E-04
  2.05148658448150822E+00 -1.77718084963170522E-03  3.17745473383235200E-04
  2.15155910079767976E+00 -1.97785093776447780E-03  6.39155462118050751E-05
  2.25163161711385040E+00 -2.14573824893131947E-03 -2.42014160399953848E-04
  2.35170413343002194E+00 -2.26953611799660159E-03 -5.96295148855623515E-04
  2.45177664974619303E+00 -2.33829071083293660E-03 -9.92887820895859774E-04
  2.55184916606236412E+00 -2.34185023052385166E-03 -1.42348161869579022E-03
  2.65192168237853521E+00 -2.27131558370767235E-03 -1.87760156924871523E-03
  2.75199419869470630E+00 -2.11947611143871841E-03 -2.34280194676183108E-03
  2.85206671501087738E+00 -1.88121385328350837E-03 -2.80494469154133784E-03
  2.95213923132704847E+00 -1.55386024893567438E-03 -3.24855713329045767E-03
  3.05221174764321956E+00 -1.13749018751061045E-03 -3.65726056690022627E-03
  3.15228426395939110E+00 -6.35139870837514680E-04 -4.01425842366963728E-03
  3.25235678027556174E+00 -5.29370247232207358E-05 -4.30287026996476005E-03
  3.35242929659173283E+00  5.99865485222633439E-04 -4.50709574031680181E-03
  3.45250181290790437E+00  1.31095867176325731E-03 -4.61219085361896583E-03
  3.55257432922407546E+00  2.06515191648279361E-03 -4.60523803640444564E-03
  3.65264684554024655E+00  2.84465237329571208E-03 -4.47569063699849480E-03
  3.75271936185641763E+00  3.62944523783555141E-03 -4.21587279138292085E-03
  3.85279187817258917E+00  4.39776736892146750E-03 -3.82141620920184704E-03
  3.95286439448876026E+00  5.12666341647942045E-03 -3.29161677959701740E-03
  4.05293691080493090E+00  5.79261052470046289E-03 -2.62969582431522766E-03
  4.15300942712110199E+00  6.37219494565334672E-03 -1.84295330284033336E-03
  4.25308194343727397E+00  6.84282161372950712E-03 -9.42803235637238433E-04
  4.35315445975344506E+00  7.18343597953916696E-03  5.53150253885749515E-05
  4.45322697606961526E+00  7.37523625232372210E-03  1.13215238223459834E-03
